"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"749","Pronolagus",749,"Pronolagus","Pronolagus",0,0,"Pronolagus","LEPORIDAE","LAGOMORPHA","Lagomorpha",2138.815,10.5205,520,NA,760.417,NA,212.0185,NA,259.1665,41.1655,NA,1.625,3.5005,56.9945,NA,30.9365,NA,970.145,1.61,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2675,1350,1325,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,30.9277984110625,0
"750","Propithecus",750,"Propithecus","Propithecus",0,0,"Propithecus","INDRIIDAE","PRIMATES","Strepsirrhini",3900,33.071,512.5,NA,7467.292,1618.856,1618.856,912,1553.07,148,2,1.01,0.93,510.189,98,179.395,NA,3650,2.152,49.375,0.135,4.95,0,0,100,0,0,0,0,0,0,30,0,0,70,2,1000,50,1000,1,NA,670,3350,NA,0.2,NA,7.5,NA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,244,13.5696784989453,0
"751","Prosciurillus",751,"Prosciurillus","Prosciurillus",0,0,"Prosciurillus","SCIURIDAE","RODENTIA","Squirrel-related",128,3.313,207.5,NA,1456.958,NA,320.661,NA,359.291,45.365,NA,2.589,1.669,141.349,NA,47.329,NA,1110.044,0.342,103.85,NA,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,2100,750,1350,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0.285714285714286,0.714285714285714,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.571428571428571,0,0,0,0,0,2,8.4273545092984,0
"752","Proteles",752,"Proteles","Proteles",0,0,"Proteles","HYAENIDAE","CARNIVORA","Feliformes",8119.695,36.426,748.955,NA,9125,631.37,631.37,NA,718.68,88.264,4,2.64,1.705,253.294,275,125.73,NA,3030.736,18.138,0.81,1.51,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2000,0,2000,3,NA,2038.47,8025,365,1.81,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,209,7.79113651781953,0
"753","Protochromys",753,"Protochromys","Protochromys",0,0,"Protochromys","MURIDAE","RODENTIA","Mouse-related",78.99,1.492,161.375,NA,1403.107,NA,125.484,NA,149.751,32.014,4,2.68,3.092,54.186,NA,20,NA,652.842,0.262,NA,NA,NA,0,0,100,0,0,0,0,0,0,60,0,0,40,2,2600,1800,800,1,10,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6.11341587540612,0
"754","Protoxerus",754,"Protoxerus","Protoxerus",0,0,"Protoxerus","SCIURIDAE","RODENTIA","Squirrel-related",529.185,5.548,288.09,NA,2160.7335,NA,357.8855,NA,398.3295,57.6,NA,1.6665,1.61,152.9805,NA,51.829,NA,1243.242,0.7435,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,70,0,2,2000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13.2473843443921,0
"755","Psammomys",755,"Psammomys","Psammomys",0,0,"Psammomys","MURIDAE","RODENTIA","Mouse-related",177.33,1.9005,185,NA,1168,81.69,100,NA,210.68,24.8,NA,3.5,3.44,38.124,6.25,27.088,40,559.7695,0.409,69.97,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3.5,14,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10716,13.9260063722624,0
"756","Pseudalopex",756,"Pseudalopex","Lycalopex",0,0,"Pseudalopex","CANIDAE","CARNIVORA","Caniformes",4403.5,35.869,608.35,NA,4307,304.18,311.8465,274,358.753,56.546,NA,3.832,1.6535,239.8595,153.995,71.2775,NA,1476.1405,2.394,1.01,5.05,NA,10,60,30,10,30,25,0,0,0,20,0,0,10,3,3500,0,3500,3.5,NA,NA,NA,NA,5.35,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,0.833333333333333,0.166666666666667,0.666666666666667,0.166666666666667,0.166666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0.166666666666667,0.833333333333333,0,0,5332,6.92071340180781,0
"757","Pseudohydromys",757,"Pseudohydromys","Pseudohydromys",0,0,"Pseudohydromys","MURIDAE","RODENTIA","Mouse-related",21.4,1.8885,102.215,NA,1461.2605,NA,129.6665,NA,158.2405,33.6985,4,2.568,3.021,58.1265,NA,29.2645,NA,699.0715,0.129,NA,NA,NA,79.5,0,19.5,80,0,0,0,0,0,0,0,0,20,2,3000,1700,750,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0.583333333333333,0.416666666666667,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6.76488554687451,0
"758","Pseudois",758,"Pseudois","Pseudois",0,0,"Pseudois","BOVIDAE","CETARTIODACTYLA","Ruminantia",50917.595,137.983,1474.995,NA,8760,420.91,566.414,NA,646.5,159.74,2,1.5,1.365,282.329,NA,182.308,NA,2752.161,9.206,0.792,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,25,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,54,5.25599224963751,0
"759","Pseudomys",759,"Pseudomys","Pseudomys",0,0,"Pseudomys","MURIDAE","RODENTIA","Mouse-related",28.25,1.035,131.23,NA,1475.386,111.87,106.136,225,137.337,31.822,4,3.095,3.12,40.995,4,28.718,14.42,596.926,0.149,520,0.026,NA,20,0,80,20,0,0,0,0,0,0,0,30,50,3,1425,0,1275,2,15,53.545,46,NA,0.026077837,NA,NA,76.47,0,1,0,0,1,0,0.0555555555555555,0.0555555555555555,0,0.0434782608695652,0.956521739130435,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,59,7.41357372704238,0
"760","Pseudorca",760,"Pseudorca","Pseudorca",0,0,"Pseudorca","DELPHINIDAE","CETARTIODACTYLA","Whippomorpha",1360000,4307,6100,NA,22812.5,3721.66,3491.922,6756,3924.5,454.105,NA,0.985,0.12,1095.25,NA,547.5,NA,7242.608,NA,NA,NA,NA,60,40,0,60,10,0,30,0,0,0,0,0,0,2,0,NA,NA,2,NA,NA,NA,NA,NA,NA,50,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,93,2.59394605243774,0
"761","Pseudoryx",761,"Pseudoryx","Pseudoryx",0,0,"Pseudoryx","BOVIDAE","CETARTIODACTYLA","Ruminantia",97842.2,224.511,1750,NA,8285.626,755.15,755.15,NA,813.511,248.399,NA,1.027,1.017,367.331,NA,193.754,NA,2702.299,13.185,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1500,0,1500,1,NA,NA,NA,NA,NA,NA,4.5,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,9.44304370819006,0
"762","Pseudoryzomys",762,"Pseudoryzomys","Pseudoryzomys",0,0,"Pseudoryzomys","CRICETIDAE","RODENTIA","Mouse-related",45.2,0.849,129.99,NA,1036.582,NA,62.604,NA,93.639,25.11,NA,3.895,4.552,29.55,NA,21.494,NA,433.88,0.193,1505.81,NA,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,10.0071873943448,0
"763","Pteromys",763,"Pteromys","Pteromys",0,0,"Pteromys","SCIURIDAE","RODENTIA","Squirrel-related",145.9,2.701,188.55,NA,3446.2085,NA,307.801,NA,353.238,35.191,NA,2.8,1.75,137.6495,5,58.418,NA,1375.2215,0.3675,NA,0.05,NA,10,0,90,10,0,0,0,0,0,30,0,30,30,3,2500,0,2500,1,NA,NA,NA,NA,0.04,NA,NA,NA,0,0,0,0,1,0,0,1,0,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,0,0,0,0,0,1,27,17.9496856916604,0
"764","Pteromyscus",764,"Pteromyscus","Pteromyscus",0,0,"Pteromyscus","SCIURIDAE","RODENTIA","Squirrel-related",225,3.55,247,NA,3310.289,NA,345.754,NA,391.781,54.881,NA,1.29,1.725,149.363,NA,61.002,NA,1423.339,0.467,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,20,50,3,3000,0,3000,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5.56500784038255,0
"765","Pteronura",765,"Pteronura","Pteronura",0,0,"Pteronura","MUSTELIDAE","CARNIVORA","Caniformes",24000,92.231,1268.995,NA,6314.5,730.232,730.232,NA,550,68.785,NA,1.94,1,364.75,204.25,120.48,NA,2190,30.847,NA,85.85,NA,40,60,0,40,0,0,60,0,0,0,0,0,0,2,1000,0,1000,3,28,NA,NA,NA,102.65,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,975,8.42509984520443,0
"766","Pudu",766,"Pudu","Pudu",0,0,"Pudu","CERVIDAE","CETARTIODACTYLA","Ruminantia",9658.8,49.2415,825,NA,5657.5,229.14,278.9795,320,393.5,196.89,NA,1.015,1.442,235.7705,590,68.5785,2863.2,1425.035,3.6895,NA,0.17,NA,0,0,100,0,0,0,0,0,0,10,0,10,80,1,2850,850,2000,1.5,NA,NA,NA,NA,0.15,NA,1,NA,0,1,0,0,1,0,0,0.5,0.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,56,7.05691092207756,0
"767","Puma",767,"Puma","Puma",1,1,"Puma","FELIDAE","CARNIVORA","Feliformes",48000,132.843,1677.665,NA,8687,1034.61,912,912,623.54,92.3,NA,2.76,0.47,681.488,400,90,3500,2693.79,43.323,0.06,129.89,1,0,100,0,0,100,0,0,0,0,0,0,0,0,1,5800,0,5800,5,8,13300.8,51800,419.99,138.87,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4383,3.3055040020128,1
"768","Punomys",768,"Punomys","Punomys",0,0,"Punomys","CRICETIDAE","RODENTIA","Mouse-related",83.4,1.4385,164.777,NA,1138.892,NA,97.935,NA,128.703,31.7765,NA,2.309,3.2865,40.396,NA,23.5755,NA,599.6185,0.2705,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,4850,4450,400,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13.3078332615173,0
"769","Pusa",769,"Pusa","Pusa",0,0,"Pusa","PHOCIDAE","CARNIVORA","Caniformes",88070,194.25,1346.475,NA,18250,2251.64,2129,2191,2512.14,275.777,NA,1,1,364.75,5954.545,48.698,23945,6803.809,NA,1.47,NA,NA,20,80,0,20,0,0,80,0,0,0,0,0,0,2,3,NA,NA,2,0,12813,69083.33,48.99,NA,NA,NA,NA,0,1,1,0.333333333333333,1,0,NA,NA,NA,0,0.333333333333333,0.666666666666667,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,0,0,1,1363,2.23582463083251,0
"770","Pygathrix",770,"Pygathrix","Pygathrix",0,0,"Pygathrix","CERCOPITHECIDAE","PRIMATES","Catarrhini",9875,86.269,692.685,NA,9775.917,1460,1460,NA,1642.88,182.88,NA,1,1.005,397.578,393.5,330,NA,4015,3.735,36.4,NA,9.3,0,0,100,0,0,0,0,0,0,20,0,0,70,2,1600,0,1600,1,NA,NA,NA,NA,NA,NA,9.3,NA,0,0,0,0,1,0,0,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,94,7.32796574144492,0
"771","Pygeretmus",771,"Pygeretmus","Pygeretmus",0,0,"Pygeretmus","DIPODIDAE","RODENTIA","Mouse-related",20,1.146,122,NA,1329.775,NA,171.16,NA,194.39,27.751,NA,5.49,2.092,88.851,NA,34.624,NA,727.543,0.123,NA,0.002,NA,40,0,60,40,0,0,0,0,0,0,0,0,60,2,NA,NA,NA,1,NA,NA,NA,NA,0.002290162,NA,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,9.76522489918352,0
"772","Rangifer",772,"Rangifer","Rangifer",0,0,"Rangifer","CERVIDAE","CETARTIODACTYLA","Ruminantia",101250,288.709,2212.175,NA,7920.5,758.71,695.167,680,680,222.5,NA,1.1,1,364.75,5773.67,120,24900,1825,13.436,0.428,2771.22,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2000,0,2000,2,NA,NA,NA,NA,2599.89,NA,1e+05,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,838,10.3441181719103,0
"773","Raphicerus",773,"Raphicerus","Raphicerus",0,0,"Raphicerus","BOVIDAE","CETARTIODACTYLA","Ruminantia",10503.14,57,887.495,NA,5110,233.81,300.215,243,437.31,200.081,4,1,1.458,224.419,920,80.461,NA,1744.588,3.864,0.288,0.43,1.5,0,0,100,0,0,0,0,0,0,10,0,0,90,1,3500,0,3500,2,NA,3696,9600,NA,0.45,NA,NA,NA,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,9.33984038418782,0
"774","Rattus",774,"Rattus","Rattus",1,1,"Rattus","MURIDAE","RODENTIA","Mouse-related",151.695,1.896,190,NA,1293.941,107.189,102.959,112,130.016,25.044,8,3.728,3.521,40.103,4.545,26.087,39.69,570.921,0.378,2330,0.0015,NA,30,0,70,30,0,0,0,0,0,20,0,40,10,3,2000,450,1237.5,2,18,106.59,165.7,NA,0.001749737,43.67,NA,141.48,0,0.970149253731343,0,0,1,0,0.666666666666667,0.454545454545454,0,0.0895522388059701,0.895522388059702,0.0149253731343284,1,0,0,0,1,0,0,0,0,0.358208955223881,0.253731343283582,0.388059701492537,0.0294117647058824,0,0.544117647058824,0.470588235294118,0.0147058823529412,0.0147058823529412,0.0294117647058824,0.102941176470588,1751619,6.7749682454795,1
"775","Ratufa",775,"Ratufa","Ratufa",0,0,"Ratufa","SCIURIDAE","RODENTIA","Squirrel-related",1107.91,10.43,403.2475,NA,6503.0835,910.469,695.8,353,762.5825,43.7585,6,1.6415,1.648,227.269,45.5,65.517,100,2113.1835,1.1215,8.2935,NA,NA,10,10,80,10,0,0,0,10,0,30,0,30,20,3,2300,340,2060,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0.333333333333333,1,0,0.5,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9,44.7560812782656,0
"776","Redunca",776,"Redunca","Redunca",0,0,"Redunca","BOVIDAE","CETARTIODACTYLA","Ruminantia",41644.475,120.5,1415,NA,6132,1201.985,584.152,418.5,546.305,222.99,4,1,1.1,352.673,3609.545,154.152,8635.5,2261.72,8.243,0.321,0.07,3.25,0,0,100,0,0,0,0,0,0,0,0,0,100,1,3200,0,3200,3,NA,NA,NA,NA,NA,575,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35,8.76207837507628,0
"777","Reithrodon",777,"Reithrodon","Reithrodon",0,0,"Reithrodon","CRICETIDAE","RODENTIA","Mouse-related",75.45,1.351,171.25,NA,2007.5,64.955,60.94,NA,101.211,26.3085,8,4.515,3.345,35.017,NA,22.849,NA,624.3635,0.256,61.11,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,3000,0,3000,1.5,NA,76.81,78.7,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,26.4778837146539,0
"778","Reithrodontomys",778,"Reithrodontomys","Reithrodontomys",0,0,"Reithrodontomys","CRICETIDAE","RODENTIA","Mouse-related",15.71,0.776,116.415,NA,1391.13,74.685,90.688,80,119.418,26.114,6,3.368,3.336,33.801,1.095,24.894,4.3225,506.262,0.108,700,0.002,1,0,0,100,0,0,0,0,0,0,0,0,50,50,2,2110,1100,1836,1,10.25,22.5,9,NA,0.001713903,NA,NA,NA,0.0476190476190476,0,0,0,1,0,0,0.466666666666667,0,0.666666666666667,0.333333333333333,0,1,0,0,0,1,0,0,0,0,0.952380952380952,0,0.0476190476190476,0,0,0,0,0.318181818181818,0.909090909090909,0,0,84,18.1419581340041,0
"779","Rhabdomys",779,"Rhabdomys","Rhabdomys",0,0,"Rhabdomys","MURIDAE","RODENTIA","Mouse-related",45.865,0.69,122.905,NA,1642.5,61.87,54.176,64,90.62,25.262,NA,6,4,29.015,2.67,14,8.43,455.985,0.195,5482.5,NA,NA,20,0,80,20,0,0,0,0,0,20,0,40,20,4,2300,NA,NA,4,NA,32.09,39.62,NA,NA,39.68,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,125,8.21802533188346,0
"780","Rhagomys",780,"Rhagomys","Rhagomys",0,0,"Rhagomys","CRICETIDAE","RODENTIA","Mouse-related",25.6,1.125,119.242,NA,1096.512,NA,84.7565,NA,113.096,25.866,NA,3.4765,3.405,34.633,NA,25.4795,NA,496.5305,0.1405,NA,NA,NA,6,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1375,225,1150,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,7.52358366844303,0
"781","Rheithrosciurus",781,"Rheithrosciurus","Rheithrosciurus",0,0,"Rheithrosciurus","SCIURIDAE","RODENTIA","Squirrel-related",1353.27,11.34,470.25,NA,4518.264,NA,649.415,NA,705.176,61.961,NA,1.709,1.61,262.237,NA,72.498,NA,2019.613,1.252,NA,NA,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,1,1100,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,16.7879890418208,0
"782","Rheomys",782,"Rheomys","Rheomys",0,0,"Rheomys","CRICETIDAE","RODENTIA","Mouse-related",39,1.4965,142,NA,1671.2805,NA,129.533,NA,161.4615,36.442,NA,1.6545,2.897,62.908,NA,30.4815,NA,710.1225,1.326,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2000,1300,500,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6.57452558067897,0
"783","Rhinoceros",783,"Rhinoceros","Rhinoceros",0,0,"Rhinoceros","RHINOCEROTIDAE","PERISSODACTYLA","Perissodactyla",1675000,1426.8945,3460.845,NA,16242.5,1673.766,1673.766,2557,2130.935,486.7135,NA,1,0.31,898.436,58204.55,492.2645,885812,6126.2595,62.8645,3.0875,4.23,1,0,0,100,0,0,0,0,0,0,25,0,0,75,2,1000,0,1000,1.5,NA,NA,NA,1300.53,5.99,1092.5,1.375,2303.61,0,1,0.5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1065,20.7544687314531,0
"784","Rhinopithecus",784,"Rhinopithecus","Rhinopithecus",0,0,"Rhinopithecus","CERCOPITHECIDAE","PRIMATES","Catarrhini",14500,104.738,703.55,NA,10767.5,755.15,1506.15,NA,1687.865,199.34,NA,1,0.756,515.044,425.86,348.024,NA,4015,4.614,7,20.4,50,0,0,100,0,0,0,0,0,0,15,0,10,75,2,2800,1400,1470,1,NA,NA,NA,NA,12.5,NA,NA,NA,0,0,0,0,1,0,0,0.333333333333333,0,0.6,0.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.6,0,0,0,0.6,311,9.33011083448984,0
"785","Rhinosciurus",785,"Rhinosciurus","Rhinosciurus",0,0,"Rhinosciurus","SCIURIDAE","RODENTIA","Squirrel-related",225.65,4.28,226.08,NA,3745.007,NA,360.595,NA,404.971,61.317,4,1.39,1.722,160.266,NA,56.445,NA,1456.919,0.467,9.56,NA,NA,80,0,20,80,0,0,0,0,0,20,0,0,0,2,300,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.7313366557245,0
"786","Rhipidomys",786,"Rhipidomys","Rhipidomys",0,0,"Rhipidomys","CRICETIDAE","RODENTIA","Mouse-related",87.5,1.593,210,NA,1322.009,92.8,97.155,NA,134.432,29.536,NA,2.794,3.417,44.238,NA,25.39,NA,616.476,0.278,110,NA,1,20,0,80,20,0,0,0,0,0,30,0,30,20,4,2070,600,1290,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0526315789473684,0,0,1,0,0,0.25,0,0,1,0,1,0,0,0,0.0526315789473684,0,0.947368421052632,0,0,1,0,0,0,0,0,0,0,1,0,0,17,17.2610019319442,0
"787","Rhizomys",787,"Rhizomys","Rhizomys",0,0,"Rhizomys","SPALACIDAE","RODENTIA","Mouse-related",2450,10.189,452.396,NA,1499.475,NA,358.962,NA,374.136,34.384,NA,3,1.785,156.802,NA,80.279,NA,1207.298,1.735,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,3962,1109.5,2871.5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0.5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.666666666666667,34,21.3334016283619,0
"788","Rhombomys",788,"Rhombomys","Rhombomys",0,1,"Rhombomys","MURIDAE","RODENTIA","Mouse-related",214,2.564,200,NA,1642.5,108.27,106.526,105,136.02,28,NA,5,2.5,43.063,4.75,22.218,NA,562.532,0.454,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,900,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,172,13.7471841762624,1
"789","Rhynchogale",789,"Rhynchogale","Rhynchogale",0,0,"Rhynchogale","HERPESTIDAE","CARNIVORA","Feliformes",2240.33,17.56,472.295,NA,4248.43,NA,385.938,NA,365,59.432,NA,2,1.933,205.128,NA,68.129,NA,1386.717,1.652,NA,NA,NA,40,30,30,40,0,0,0,30,0,30,0,0,0,3,1850,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4.75360702652119,0
"790","Rhynchomys",790,"Rhynchomys","Rhynchomys",0,0,"Rhynchomys","MURIDAE","RODENTIA","Mouse-related",151.5,3.08,194.2325,NA,1355.9125,NA,141.5905,NA,176.8395,35.764,NA,2.2875,2.696,81.569,NA,31.579,NA,732.491,2.578,332.33,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2030,1465,675,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8.43966464881223,0
"791","Romerolagus",791,"Romerolagus","Romerolagus",0,0,"Romerolagus","LEPORIDAE","LAGOMORPHA","Lagomorpha",480.04,4.38,306.24,NA,3339.75,180.18,186.42,NA,225.377,38.957,6,2.14,3.52,43.383,28.24,27.442,96.345,1000.68,0.708,30.67,NA,3.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,4250,2800,1450,2,6,NA,NA,NA,NA,81.96,4.5,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,32.6697264390625,0
"792","Rubrisciurus",792,"Rubrisciurus","Rubrisciurus",0,0,"Rubrisciurus","SCIURIDAE","RODENTIA","Squirrel-related",685,6.413,280,NA,3909.646,NA,380.608,NA,423.176,48.47,NA,2.379,1.623,187.675,NA,60.763,NA,1514.966,0.861,NA,NA,NA,20,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,8.4273538469984,0
"793","Rucervus",793,"Rucervus","Rucervus",0,0,"Rucervus","CERVIDAE","CETARTIODACTYLA","Ruminantia",107626.42,222.238,1675,NA,7482.5,679.665,618.005,NA,958.12,241.926,NA,1.01,1.009,365,4750,213.08,NA,2508.365,13.895,2.709,14.11,64.25,0,0,100,0,0,0,0,0,0,0,0,0,100,1,300,100,200,4,NA,NA,NA,NA,20,NA,401,NA,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,6.08710458576763,0
