"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"46","Apodemus",46,"Apodemus","Apodemus",1,1,"Apodemus","MURIDAE","RODENTIA","Mouse-related",27.0875,0.737,126.56,NA,1934.5,57.93,71,60.75,94.436,23.955,NA,5.18,3.085,39.973,2.3,22,8.7,572.689,0.152,1098.35,0.004,NA,20,0,80,20,0,0,0,0,0,20,0,20,40,4,2600,275,1750,2,NA,63.81,31.25,NA,0.0043683495,NA,NA,NA,0,0.904761904761905,0,0,1,0,0.142857142857143,1,0.285714285714286,0.0952380952380952,0.904761904761905,0,0.0476190476190476,0.857142857142857,0.0952380952380952,0,1,0,0,0,0,0.857142857142857,0.142857142857143,0,0,0,0,0.333333333333333,0,0,0,0.952380952380952,3222498,21.1063071381552,1
"47","Apomys",47,"Apomys","Apomys",0,0,"Apomys","MURIDAE","RODENTIA","Mouse-related",34.88,0.901,126.25,NA,1129.3385,NA,90.7395,NA,121.6805,25.6805,NA,3.5875,3.3415,37.1195,NA,26.813,NA,549.2925,0.167,880,0.003,NA,40,0,60,40,0,0,0,0,0,0,0,0,60,2,1955,812.5,900,1,NA,NA,NA,NA,0.00231518,NA,NA,NA,0,0,0,0,1,0,1,0.142857142857143,0,0,1,0,1,0,0,0,0.9,0,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,16.6114900816978,0
"48","Arabitragus",48,"Arabitragus","Arabitragus",0,0,"Arabitragus","BOVIDAE","CETARTIODACTYLA","Ruminantia",22210.18,97.446,1237.5,NA,5675.75,NA,550.618,NA,730,164.31,3,1,1.461,245.26,NA,113.971,NA,2137.805,5.833,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,2315,0,2315,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,5.4396989437625,0
"49","Arborimus",49,"Arborimus","Arborimus",0,0,"Arborimus","CRICETIDAE","RODENTIA","Mouse-related",23,0.829,106.86,NA,780.478,NA,87.386,NA,115.836,31.556,4.5,2.74,3.315,32.986,2.46,30.615,21,501.367,0.133,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1333.5,0,1067,1,20.35,58.86,21.8,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5,13.4266412593019,0
"50","Archaeolemur",50,"Archaeolemur","Archaeolemur",0,0,"Archaeolemur","Archaeolemuridae","PRIMATES","Strepsirrhini",22250,71.831,801.605,NA,10301.193,NA,1017.4035,NA,1191.1325,166.4115,NA,1.2405,0.9495,472.8435,NA,214.8655,NA,3530.095,5.4795,NA,NA,NA,13.5,13,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23,18.7706942873706,0
"51","Archboldomys",51,"Archboldomys","Archboldomys",0,0,"Archboldomys","MURIDAE","RODENTIA","Mouse-related",35.34,1.156,70,NA,1361.612,NA,123.341,NA,156.484,31.956,NA,2.875,2.925,62.451,NA,27.605,NA,689.062,1.263,450,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,2220,1500,720,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.7502744583489,0
"52","Arctictis",52,"Arctictis","Arctictis",0,0,"Arctictis","VIVERRIDAE","CARNIVORA","Feliformes",12999.99,42.321,875.075,NA,9928,1034.61,925,840,840,92,NA,2.5,2,332.572,317.35,79,2100,3650,4.345,NA,NA,NA,0,50,50,0,10,0,30,0,10,30,0,0,20,3,3000,0,3000,2,3,1877.64,13640,NA,NA,215,NA,NA,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,8.22754741557227,0
"53","Arctocebus",53,"Arctocebus","Arctocebus",0,0,"Arctocebus","LORISIDAE","PRIMATES","Strepsirrhini",257.6275,6.374,272.495,NA,4745,291.6825,298.91,270,425.285,133.74,NA,1,1.5,140.639,29.69,112.309,160,1706.3845,0.503,5.35,NA,1,70,0,30,70,0,0,0,0,0,30,0,0,0,2,NA,NA,NA,1,NA,87.55,208,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,243,20.5671842202812,0
"54","Arctocephalus",54,"Arctocephalus","Arctocephalus",0,0,"Arctocephalus","OTARIIDAE","CARNIVORA","Caniformes",69545.3525,338.895,1736.6,NA,11169,1698.17,1195.0965,2552.875,1476.9205,253.266,NA,1,1,364.75,4401.8525,342,15417.255,3650,NA,22,NA,NA,50,50,0,50,0,0,50,0,0,0,0,0,0,2,5,0,5,4,0,12433.8,45950,1095,NA,NA,16000,NA,0,1,0,1,1,0,NA,NA,NA,0,0.625,0.375,0.75,0.25,0,1,0,0,0,0,0,0.625,0,0.375,0.25,0.375,0.375,0,0.125,0.5,0,0,855,3.31854555420002,0
"55","Arctodus",55,"Arctodus","Arctodus",0,0,"Arctodus","URSIDAE","CARNIVORA","Caniformes",709500,526.482,2703.823,NA,12508.501,NA,1434.735,NA,1577.94,251.681,NA,1.616,0.697,602.543,NA,207.181,NA,4272.303,35.951,NA,NA,NA,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8.99655603982031,0
"56","Arctogalidia",56,"Arctogalidia","Arctogalidia",0,0,"Arctogalidia","VIVERRIDAE","CARNIVORA","Feliformes",2250,22.771,529.45,NA,5876.5,841.82,1095,NA,840,45.654,NA,2.5,2,182.375,NA,60.872,NA,1825,1.656,NA,NA,NA,20,60,20,20,40,20,0,0,0,20,0,0,0,4,2100,0,2100,1,11.02,690,2400,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.7606494591445,0
"57","Arctonyx",57,"Arctonyx","Arctonyx",0,0,"Arctonyx","MUSTELIDAE","CARNIVORA","Caniformes",10500,51.178,695.11,NA,5767,NA,407.482,NA,365,42.89,6,3,1.689,232.59,58,104.091,NA,1798.679,3.863,NA,NA,NA,45,24,31,50,10,10,0,0,0,10,0,0,20,2,3780,0,3080,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0,0,0,0,1,0,0,0,0.333333333333333,7,9.2108651735419,0
"58","Arvicanthis",58,"Arvicanthis","Arvicanthis",0,0,"Arvicanthis","MURIDAE","RODENTIA","Mouse-related",89.84,1.33,204,NA,1152.792,50.197,99.956,45,128.639,27.177,NA,3.679,3.3,41.781,4.15,25.555,21.7,617.953,0.282,2000,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,2900,2050,1875,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.142857142857143,253,9.91636431331692,0
"59","Arvicola",59,"Arvicola","Arvicola",0,0,"Arvicola","CRICETIDAE","RODENTIA","Mouse-related",108.75,1.499,220,NA,1825,48.109,51.218,45,72.828,21.305,NA,5.08,3.21,31.978,5.43,14.761,42,596.379,0.313,57067.85,NA,NA,0,0,100,0,0,0,0,0,0,20,0,0,80,2,2400,0,2755,1,NA,113.1,97.5,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,1,0,0,1,0.5,0.666666666666667,0.333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,219,8.01723960358912,1
"60","Atelerix",60,"Atelerix","Atelerix",0,0,"Atelerix","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",421,2.5325,222.955,NA,3358,224.702,192.4895,NA,245.3615,36.313,6,4.49,1.25,225.893,10,42.045,NA,1141.77,0.658,NA,NA,1,20,50,30,20,10,30,0,10,0,20,0,0,10,3,900,0,900,3,10,146.7,450,NA,NA,52.6,NA,NA,1,1,0,0,1,0,0,0.333333333333333,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.75,0,0,0,0,0,0,0.25,153,25.9921077147781,0
"61","Ateles",61,"Ateles","Ateles",0,0,"Ateles","ATELIDAE","PRIMATES","Platyrrhini",7267.5,105.736,534.035,NA,16790,1643.5,1590.881,1826,1795.342,204.461,NA,1,0.32,1071.446,443.835,647.559,2895,5475,3.155,14.7705,1.26,20,10,10,80,10,0,0,0,10,0,60,0,10,10,1,NA,NA,NA,1,NA,NA,NA,NA,2.19,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,685,12.1970012144797,0
"62","Atelocynus",62,"Atelocynus","Atelocynus",0,0,"Atelocynus","CANIDAE","CARNIVORA","Caniformes",9500,64.418,915.505,NA,4343.5,NA,358.885,NA,365,62.175,NA,3.804,1.485,268.4,NA,78.961,NA,1455.255,3.656,NA,NA,1,0,80,20,0,80,0,0,0,0,0,0,0,20,2,2000,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4.62105520411391,0
"63","Atherurus",63,"Atherurus","Atherurus",0,0,"Atherurus","HYSTRICIDAE","RODENTIA","Guinea_pig-related",2437.825,21.743,535.2475,NA,6656.6875,NA,461.8385,NA,561.601,106.9335,NA,1.5425,2.2235,176.7605,148.13,61.3165,NA,2061.8215,1.7235,0.6,0.12,1,0,0,100,0,0,0,0,0,0,20,0,0,80,2,3000,NA,NA,1.5,0,NA,NA,NA,0.1,180,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.5,0,0,0.5,0,0,0,0.5,19,25.7218048983828,1
"64","Atilax",64,"Atilax","Atilax",0,0,"Atilax","HERPESTIDAE","CARNIVORA","Feliformes",3300,29.508,559.505,NA,7592,234.83,234.83,255,311.465,76,4,2,2,182.375,100,36,550,2228.518,2.044,NA,1.73,NA,40,60,0,40,30,20,10,0,0,0,0,0,0,3,3950,0,3950,5,11.5,NA,NA,NA,1.62,NA,NA,NA,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,6.57336585424238,0
"65","Atlantoxerus",65,"Atlantoxerus","Atlantoxerus",0,0,"Atlantoxerus","SCIURIDAE","RODENTIA","Squirrel-related",250.57,3.924,189.1,NA,3285,NA,303.97,NA,344.133,56.772,NA,2.32,1.771,112.335,NA,45.046,NA,1226.042,0.495,NA,NA,NA,0,0,100,0,0,0,0,0,0,50,0,50,0,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,17.2380454454729,0
"66","Auliscomys",66,"Auliscomys","Auliscomys",0,0,"Auliscomys","CRICETIDAE","RODENTIA","Mouse-related",48.97,0.943,145,NA,1110.972,NA,72.431,NA,102.248,27.981,NA,3.753,3.626,30.766,NA,23.593,NA,502.108,0.202,232.95,NA,NA,50,0,50,50,0,0,0,0,0,0,0,0,50,2,4900,3450,1500,2,NA,110.59,76.8,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,8.22785523547308,0
"67","Avahi",67,"Avahi","Avahi",0,0,"Avahi","INDRIIDAE","PRIMATES","Strepsirrhini",1000,12.652,365.831,NA,9008.937,873.924,790.495,NA,928.183,140.288,2,1.045,1.037,367.447,32.97,151.646,NA,3079.558,1.06,67,0.01,2.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1600,0,1600,1,NA,NA,NA,NA,0.015,89.99,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,0.888888888888889,0,0.111111111111111,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,90,13.5696793713453,0
"68","Axis",68,"Axis","Axis",0,0,"Axis","CERVIDAE","CETARTIODACTYLA","Ruminantia",41406.3,129.964,1659.36,NA,8358.5,384.2,304.36,913,578,226.7465,NA,1.005,1.067,349.341,2483.33,182.308,NA,2486.389,8.215,7.165,0.595,1.8,0,0,100,0,0,0,0,0,0,10,0,0,90,1,800,0,800,2.5,NA,NA,NA,NA,2.67,NA,NA,NA,0,1,0.25,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.5,0.25,0.25,0,0,0,1,0,0,0,0,221178,6.08710458626763,0
"69","Babyrousa",69,"Babyrousa","Babyrousa",0,0,"Babyrousa","SUIDAE","CETARTIODACTYLA","Suina",92950.09,132.814,1007.5,NA,8760,547.924,547.848,548,548,156.5,4,1.4,2,302.917,715,213,NA,2190,12.819,NA,NA,4.5,10,10,80,10,0,0,0,10,0,20,0,0,60,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,0,0.666666666666667,0.333333333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35,10.0431293264695,0
"70","Baiomys",70,"Baiomys","Baiomys",0,0,"Baiomys","CRICETIDAE","RODENTIA","Mouse-related",8.21,0.469,75.3725,NA,1349.148,68.35,65.916,75,88.03,23.3875,NA,2.645,7.275,26.5725,1.41,21.376,3.595,428.3105,0.0755,2464.99,0,NA,10,0,90,10,0,0,0,0,0,0,0,10,80,1,2219,NA,NA,4,13.37,17.08,7.15,NA,0.000411199,NA,NA,NA,0.5,1,0,0,1,0,0,1,0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0,24,21.5895172891082,0
"71","Baiyankamys",71,"Baiyankamys","Baiyankamys",0,0,"Baiyankamys","MURIDAE","RODENTIA","Mouse-related",79.175,3.2195,189.4225,NA,1630.4125,NA,167.1845,NA,196.4505,36.8375,4,2.1015,2.4085,89.543,NA,35.6815,NA,778.1325,1.8715,NA,NA,NA,50,50,0,50,10,10,30,0,0,0,0,0,0,2,3600,2150,1450,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,NA,NA,NA,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.4219469432332,0
"72","Balaena",72,"Balaena","Balaena",1,0,"Balaena","BALAENIDAE","CETARTIODACTYLA","Whippomorpha",8e+07,6042.615,13593.56,NA,77015,6041.21,6391.56,8212,8599.95,379.9,NA,1,0.3,1641.376,9e+05,352,NA,18980,NA,NA,NA,5,100,0,0,100,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,141,6.99521426758525,1
"73","Balaenoptera",73,"Balaenoptera","Balaenoptera",0,0,"Balaenoptera","BALAENOPTERIDAE","CETARTIODACTYLA","Whippomorpha",2e+07,4900,14423.085,NA,27010,2325.7645,2740,2740,3048.08,334.784,NA,1,0.487,729.5,687965.245,216.917,11700000,9155.453,NA,NA,NA,3.125,70,30,0,70,0,0,30,0,0,0,0,0,0,2,NA,NA,NA,2,NA,NA,NA,NA,NA,6273.75,1.25,12000,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.857142857142857,0.714285714285714,1,0.714285714285714,0.714285714285714,0.857142857142857,0.857142857142857,1,696,5.08788238650263,0
"74","Bandicota",74,"Bandicota","Bandicota",0,0,"Bandicota","MURIDAE","RODENTIA","Mouse-related",200,2.302,360,NA,1384.441,104.665,115.778,112,181.39,22,NA,6.12,4.015,59.367,4.595,28.051,31.3,611.784,0.437,NA,NA,NA,20,0,80,20,0,0,0,0,0,0,0,0,80,2,2500,0,2500,4,NA,NA,NA,NA,NA,47,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.333333333333333,3221833,5.03957326277975,0
"75","Bassaricyon",75,"Bassaricyon","Bassaricyon",0,0,"Bassaricyon","PROCYONIDAE","CARNIVORA","Caniformes",1225.5235,80.1425,863.524,NA,8306.1795,614.552,677.4755,594,682.6385,93.308,NA,1.555,1.6435,264.3215,54.99,111.641,NA,2705.551,3.7325,6.02,NA,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,1900,0,1750,1,18.5,NA,NA,NA,NA,NA,NA,NA,0,0.75,0,0,1,0,0,0.5,0,0,1,0,0,1,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,8,14.5833779212919,0
"76","Bassariscus",76,"Bassariscus","Bassariscus",0,0,"Bassariscus","PROCYONIDAE","CARNIVORA","Caniformes",958.185,19.02,416.865,NA,7847.5,559.95,435.455,300,635.41,59.4745,4,2.5,1.3615,307.9755,26.79,86.58,258.7,2621.9845,1.035,10.735,0.74,NA,20,10,70,20,10,0,0,0,0,70,0,0,0,2,2450,0,2450,2.5,33.12,448.2,906,180,0.78,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,0,0.5,1,0,0,17,11.9621997157919,0
"77","Bathyergus",77,"Bathyergus","Bathyergus",0,0,"Bathyergus","BATHYERGIDAE","RODENTIA","Guinea_pig-related",645.95,4.0775,304.43,NA,547.5,NA,320.8005,NA,375.817,68.41,NA,3.215,1.5,135.9735,32.245,24.5475,NA,837.0185,0.8335,70,0.002,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,825,NA,NA,1,12.5,269.995,536,59.99,0.002686,NA,NA,NA,0,1,0,0,1,0,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,45,16.4324849048833,0
"78","Batomys",78,"Batomys","Batomys",0,0,"Batomys","MURIDAE","RODENTIA","Mouse-related",169.53,2.45,195,NA,1510.884,NA,104.082,NA,139.434,32.256,NA,2.825,3.215,53.927,NA,27.654,NA,664.523,0.399,383.46,0.002,NA,0,0,100,0,0,0,0,0,0,30,0,30,40,3,2100,1275,700,1,NA,NA,NA,NA,0.001425879,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14.4483519346582,0
"79","Bdeogale",79,"Bdeogale","Bdeogale",0,0,"Bdeogale","HERPESTIDAE","CARNIVORA","Feliformes",2030.7525,21.967,563.975,NA,4863.625,NA,434.8395,NA,365,72.95,NA,0.99,2.041,221.9905,NA,83.0075,NA,1835.95,9.1755,NA,NA,NA,70,30,0,70,20,10,0,0,0,0,0,0,0,1.5,1850,230,1620,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.333333333333333,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3.7236486241106,0
"80","Beamys",80,"Beamys","Beamys",0,0,"Beamys","NESOMYIDAE","RODENTIA","Mouse-related",88.735,1.11,168.115,NA,1152.792,181.13,194.808,NA,218.834,24.026,NA,3.938,5,61.958,3.2,40.246,59.2,666.542,0.28,NA,NA,NA,0,0,100,0,0,0,0,0,0,50,0,50,0,2,2100,0,2100,1,21,NA,NA,NA,NA,NA,NA,113.5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,26.6578726579952,0
"81","Beatragus",81,"Beatragus","Beatragus",0,0,"Beatragus","BOVIDAE","CETARTIODACTYLA","Ruminantia",119000,268,1700,NA,8614,965.302,652.228,1278.375,913,238,2,1,0.585,365,11050,222.658,NA,2253.974,14.684,0.024,NA,13.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3.49405713583754,0
"82","Belomys",82,"Belomys","Belomys",0,0,"Belomys","SCIURIDAE","RODENTIA","Squirrel-related",217,3.871,260,NA,2338.963,NA,327.285,NA,372.039,46.903,NA,2.316,1.7,148.072,NA,61.326,NA,1262.792,0.457,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2400,800,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7.79256347653255,0
"83","Berardius",83,"Berardius","Berardius",0,0,"Berardius","ZIPHIIDAE","CETARTIODACTYLA","Whippomorpha",9200000,4655.354,10950,NA,30660,3986.485,4071.4965,2922,4454.2955,375.438,NA,0.9935,0.344,1143.6665,NA,414.596,NA,9513.6345,NA,NA,NA,30,90,10,0,90,0,0,10,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11.5,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,5971,12.7480587617551,0
"84","Berylmys",84,"Berylmys","Berylmys",0,0,"Berylmys","MURIDAE","RODENTIA","Mouse-related",245.5,3.4505,300,NA,1025.2455,NA,127.318,NA,173.677,29.2945,NA,3.744,3.2485,52.1035,NA,27.376,NA,640.4775,0.4895,NA,NA,NA,30,0,70,30,0,0,0,0,0,20,0,10,40,3,1900,400,1685,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.75,13,10.849957261876,0
"85","Bibimys",85,"Bibimys","Bibimys",0,0,"Bibimys","CRICETIDAE","RODENTIA","Mouse-related",28,0.874,136.498,NA,1038.05,NA,75.492,NA,105.121,25.861,NA,3.795,3.606,30.366,NA,24.401,NA,457.812,0.148,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,30,70,2,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,13.8278733008861,0
"86","Bison",86,"Bison","Bison",0,0,"Bison","BOVIDAE","CETARTIODACTYLA","Ruminantia",624577.07,375.897,2900,NA,12227.5,881.795,912,821,1081.69,274,NA,1,1,545.002,20000,273.16,158000,3941.736,36.549,0.5165,27.65,32.5,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2425,90,2335,3.5,NA,NA,NA,NA,36.565,NA,1000,NA,0,1,0,0,1,0,0,0,0.5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0.5,1688,5.14543428674752,0
"87","Biswamoyopterus",87,"Biswamoyopterus","Biswamoyopterus",0,0,"Biswamoyopterus","SCIURIDAE","RODENTIA","Squirrel-related",1613.299,10.879,405,NA,4812.028,NA,686.546,NA,754.573,68.316,NA,1.295,1.726,254.897,NA,79.649,NA,2157.402,1.379,NA,NA,NA,0,0,100,0,0,0,0,0,0,30,20,40,10,3,975,130,845,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5.56500790668255,0
"88","Blanfordimys",88,"Blanfordimys","Blanfordimys",0,0,"Blanfordimys","CRICETIDAE","RODENTIA","Mouse-related",57.035,5.658,184.839,NA,701.2655,NA,327.6015,NA,403.474,42.89,NA,3.507,2.639,125.315,NA,55.9335,NA,2627.609,0.219,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1500,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,9.74694740663478,0
"89","Blarina",89,"Blarina","Blarina",0,0,"Blarina","SORICIDAE","EULIPOTYPHLA","Soricidae",20.45,0.548,101.6,NA,1003.75,66.132,67.264,65,87.351,20.088,6,5,3,57.427,0.97,21.914,14.5,368.026,0.966,439.995,0.007,NA,40,30,30,40,0,0,0,30,0,0,0,0,30,3,NA,NA,NA,3,18.5,59.36,20.4,NA,0.0069086295,NA,1,NA,0,1,0,0,1,0,0,0,0.333333333333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,107,23.1668978961445,0
"90","Blarinella",90,"Blarinella","Blarinella",0,0,"Blarinella","SORICIDAE","EULIPOTYPHLA","Soricidae",12.5,0.712,74.75,NA,729.689,NA,260.698,NA,292.069,23.191,NA,3.979,2.037,69.625,NA,26.959,NA,456.495,0.095,NA,NA,NA,66,28,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3000,1500,1400,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0,0,0.666666666666667,9,32.1473047542891,0
